# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       6.501        0.000        0.914        1.438
       6.507        0.000        0.914        1.438
       6.509        0.000        0.914        1.438
       6.516        0.000        0.914        1.438
       6.522        0.000        0.914        1.438
       6.524        0.000        0.914        1.438
       6.531        0.000        0.914        1.438
       6.533        0.000        0.914        1.438
       6.539        0.000        0.914        1.438
       6.541        0.000        0.914        1.438
       6.548        0.000        0.914        1.438
       6.554        0.000        0.914        1.438
       6.556        0.000        0.914        1.438
       6.563        0.000        0.914        1.438
       6.565        0.000        0.914        1.438
       6.572        0.000        0.914        1.438
       6.579        0.000        0.914        1.438
       6.581        0.000        0.914        1.438
       6.587        0.000        0.914        1.438
       6.594        0.000        0.914        1.438
       6.596        0.000        0.914        1.438
       6.603        0.000        0.914        1.438
       6.605        0.000        0.914        1.438
       6.612        0.000        0.914        1.438
       6.613        0.000        0.914        1.438
       6.620        0.000        0.914        1.438
       6.626        0.000        0.914        1.438
       6.629        0.000        0.914        1.438
       6.635        0.000        0.914        1.438
       6.637        0.000        0.914        1.438
       6.644        0.000        0.914        1.438
       6.650        0.000        0.914        1.438
       6.652        0.000        0.914        1.438
       6.659        0.000        0.914        1.438
       6.661        0.000        0.914        1.438
       6.667        0.000        0.914        1.438
       6.669        0.000        0.914        1.438
       6.676        0.000        0.914        1.438
       6.682        0.000        0.914        1.438
       6.685        0.000        0.914        1.438
       6.691        0.000        0.914        1.438
       6.693        0.000        0.914        1.438
       6.700        0.000        0.914        1.438
       6.707        0.000        0.914        1.438
       6.709        0.000        0.914        1.438
       6.715        0.000        0.914        1.438
       6.717        0.000        0.914        1.438
       6.724        0.000        0.914        1.438
       6.730        0.000        0.914        1.438
       6.733        0.000        0.914        1.438
       6.739        0.000        0.914        1.438
       6.741        0.000        0.914        1.438
       6.748        0.000        0.914        1.438
       6.754        0.000        0.914        1.438
       6.756        0.000        0.914        1.438
       6.763        0.000        0.914        1.438
       6.765        0.000        0.914        1.438
       6.772        0.000        0.914        1.438
       6.779        0.000        0.914        1.438
       6.781        0.000        0.914        1.438
       6.788        0.000        0.914        1.438
       6.795        0.000        0.914        1.438
       6.797        0.000        0.914        1.438
       6.803        0.000        0.914        1.438
       6.805        0.000        0.914        1.438
       6.812        0.000        0.914        1.438
       6.818        0.000        0.914        1.438
       6.821        0.000        0.914        1.438
       6.827        0.000        0.914        1.438
       6.829        0.000        0.914        1.438
       6.836        0.000        0.914        1.438
       6.842        0.000        0.914        1.438
       6.845        0.000        0.914        1.438
       6.851        0.000        0.914        1.438
       6.853        0.000        0.914        1.438
       6.860        0.000        0.914        1.438
       6.866        0.000        0.914        1.438
       6.868        0.000        0.914        1.438
       6.875        0.000        0.914        1.438
       6.877        0.000        0.914        1.438
       6.884        0.000        0.914        1.438
       6.890        0.000        0.914        1.438
       6.892        0.000        0.914        1.438
       6.899        0.000        0.914        1.438
       6.901        0.000        0.914        1.438
       6.908        0.000        0.914        1.438
       6.914        0.000        0.914        1.438
       6.916        0.000        0.914        1.438
       6.923        0.000        0.914        1.438
       6.925        0.000        0.914        1.438
       6.932        0.000        0.914        1.438
       6.938        0.000        0.914        1.438
       6.940        0.000        0.914        1.438
       6.947        0.000        0.914        1.438
       6.949        0.000        0.914        1.438
       6.956        0.000        0.914        1.438
       6.962        0.000        0.914        1.438
       6.964        0.000        0.914        1.438
       6.971        0.000        0.914        1.438
       6.973        0.000        0.914        1.438
       6.980        0.000        0.914        1.438
       6.986        0.000        0.914        1.438
       6.988        0.000        0.914        1.438
       6.995        0.000        0.914        1.438
       6.997        0.000        0.914        1.438
       7.003        0.000        0.914        1.438
       7.005        0.000        0.914        1.438
       7.012        0.000        0.914        1.438
       7.018        0.000        0.914        1.438
       7.021        0.000        0.914        1.438
       7.027        0.000        0.914        1.438
       7.029        0.000        0.914        1.438
       7.036        0.000        0.914        1.438
       7.042        0.000        0.914        1.438
       7.045        0.000        0.914        1.438
       7.051        0.000        0.914        1.438
       7.053        0.000        0.914        1.438
       7.060        0.000        0.914        1.438
       7.066        0.000        0.914        1.438
       7.068        0.000        0.914        1.438
       7.075        0.000        0.914        1.438
       7.077        0.000        0.914        1.438
       7.084        0.000        0.914        1.438
       7.090        0.000        0.914        1.438
       7.092        0.000        0.914        1.438
       7.099        0.000        0.914        1.438
       7.101        0.000        0.914        1.438
       7.108        0.000        0.914        1.438
       7.114        0.000        0.914        1.438
       7.116        0.000        0.914        1.438
       7.123        0.000        0.914        1.438
       7.125        0.000        0.914        1.438
       7.132        0.000        0.914        1.438
       7.138        0.000        0.914        1.438
       7.140        0.000        0.914        1.438
       7.147        0.000        0.914        1.438
       7.149        0.000        0.914        1.438
       7.156        0.000        0.914        1.438
       7.162        0.000        0.914        1.438
       7.164        0.000        0.914        1.438
       7.171        0.000        0.914        1.438
       7.173        0.000        0.914        1.438
       7.180        0.000        0.914        1.438
       7.186        0.000        0.914        1.438
       7.188        0.000        0.914        1.438
       7.195        0.000        0.914        1.438
       7.197        0.000        0.914        1.438
       7.204        0.000        0.914        1.438
       7.210        0.000        0.914        1.438
       7.212        0.000        0.914        1.438
       7.219        0.000        0.914        1.438
       7.221        0.000        0.914        1.438
       7.228        0.000        0.914        1.438
       7.234        0.000        0.914        1.438
       7.236        0.000        0.914        1.438
       7.243        0.000        0.914        1.438
       7.245        0.000        0.914        1.438
       7.251        0.000        0.914        1.438
       7.253        0.000        0.914        1.438
       7.260        0.000        0.914        1.438
       7.267        0.000        0.914        1.438
       7.269        0.000        0.914        1.438
       7.275        0.000        0.914        1.438
       7.277        0.000        0.914        1.438
       7.284        0.000        0.914        1.438
       7.291        0.000        0.914        1.438
       7.293        0.000        0.914        1.438
       7.299        0.000        0.914        1.438
       7.301        0.000        0.914        1.438
       7.308        0.000        0.914        1.438
       7.314        0.000        0.914        1.438
       7.317        0.000        0.914        1.438
       7.323        0.000        0.914        1.438
       7.325        0.000        0.914        1.438
       7.332        0.000        0.914        1.438
       7.338        0.000        0.914        1.438
       7.340        0.000        0.914        1.438
       7.347        0.000        0.914        1.438
       7.349        0.000        0.914        1.438
       7.356        0.000        0.914        1.438
       7.362        0.000        0.914        1.438
       7.364        0.000        0.914        1.438
       7.371        0.000        0.914        1.438
       7.373        0.000        0.914        1.438
       7.380        0.000        0.914        1.438
       7.386        0.000        0.914        1.438
       7.388        0.000        0.914        1.438
       7.395        0.000        0.914        1.438
       7.397        0.000        0.914        1.438
       7.403        0.000        0.914        1.438
       7.405        0.000        0.914        1.438
       7.412        0.000        0.914        1.438
       7.418        0.000        0.914        1.438
       7.421        0.000        0.914        1.438
       7.427        0.000        0.914        1.438
       7.429        0.000        0.914        1.438
       7.436        0.000        0.914        1.438
       7.442        0.000        0.914        1.438
       7.444        0.000        0.914        1.438
       7.451        0.000        0.914        1.438
       7.453        0.000        0.914        1.438
       7.460        0.000        0.914        1.438
       7.466        0.000        0.914        1.438
       7.468        0.000        0.914        1.438
       7.475        0.000        0.914        1.438
       7.477        0.000        0.914        1.438
       7.484        0.000        0.914        1.438
       7.490        0.000        0.914        1.438
       7.492        0.000        0.914        1.438
       7.499        0.000        0.914        1.438
       7.501        0.000        0.914        1.438
       7.508        0.000        0.914        1.438
       7.514        0.000        0.914        1.438
       7.516        0.000        0.914        1.438
       7.523        0.000        0.914        1.438
       7.525        0.000        0.914        1.438
       7.532        0.000        0.914        1.438
       7.533        0.000        0.914        1.438
       7.540        0.000        0.914        1.438
       7.547        0.000        0.914        1.438
       7.549        0.000        0.914        1.438
       7.555        0.000        0.914        1.438
       7.557        0.000        0.914        1.438
       7.564        0.000        0.914        1.438
       7.570        0.000        0.914        1.438
       7.572        0.000        0.914        1.438
       7.579        0.000        0.914        1.438
       7.581        0.000        0.914        1.438
       7.588        0.000        0.914        1.438
       7.594        0.000        0.914        1.438
       7.596        0.000        0.914        1.438
       7.603        0.000        0.914        1.438
       7.605        0.000        0.914        1.438
       7.612        0.000        0.914        1.438
       7.613        0.000        0.914        1.438
       7.620        0.000        0.914        1.438
       7.626        0.000        0.914        1.438
       7.629        0.000        0.914        1.438
       7.635        0.000        0.914        1.438
       7.637        0.000        0.914        1.438
       7.644        0.000        0.914        1.438
       7.650        0.000        0.914        1.438
       7.652        0.000        0.914        1.438
       7.659        0.000        0.914        1.438
       7.661        0.000        0.914        1.438
       7.668        0.000        0.914        1.438
       7.674        0.000        0.914        1.438
       7.676        0.000        0.914        1.438
       7.683        0.000        0.914        1.438
       7.685        0.000        0.914        1.438
       7.691        0.000        0.914        1.438
       7.693        0.000        0.914        1.438
       7.700        0.000        0.914        1.438
       7.706        0.000        0.914        1.438
       7.708        0.000        0.914        1.438
       7.715        0.000        0.914        1.438
       7.722        0.000        0.914        1.438
       7.724        0.000        0.914        1.438
       7.731        0.000        0.914        1.438
       7.733        0.000        0.914        1.438
       7.739        0.000        0.914        1.438
       7.741        0.000        0.914        1.438
       7.748        0.000        0.914        1.438
       7.754        0.000        0.914        1.438
       7.756        0.000        0.914        1.438
       7.763        0.000        0.914        1.438
       7.765        0.000        0.914        1.438
       7.772        0.000        0.914        1.438
       7.778        0.000        0.914        1.438
       7.780        0.000        0.914        1.438
       7.787        0.000        0.914        1.438
       7.789        0.000        0.914        1.438
       7.795        0.000        0.914        1.438
       7.797        0.000        0.914        1.438
       7.804        0.000        0.914        1.438
       7.811        0.000        0.914        1.438
       7.813        0.000        0.914        1.438
       7.819        0.000        0.914        1.438
       7.821        0.000        0.914        1.438
       7.828        0.000        0.914        1.438
       7.834        0.000        0.914        1.438
       7.837        0.000        0.914        1.438
       7.843        0.000        0.914        1.438
       7.845        0.000        0.914        1.438
       7.852        0.000        0.914        1.438
       7.858        0.000        0.914        1.438
       7.860        0.000        0.914        1.438
       7.867        0.000        0.914        1.438
       7.869        0.000        0.914        1.438
       7.876        0.000        0.914        1.438
       7.882        0.000        0.914        1.438
       7.885        0.000        0.914        1.438
       7.891        0.000        0.914        1.438
       7.893        0.000        0.914        1.438
       7.900        0.000        0.914        1.438
       7.906        0.000        0.914        1.438
       7.909        0.000        0.914        1.438
       7.915        0.000        0.914        1.438
       7.917        0.000        0.914        1.438
       7.924        0.000        0.914        1.438
       7.930        0.000        0.914        1.438
       7.932        0.000        0.914        1.438
       7.939        0.000        0.914        1.438
       7.941        0.000        0.914        1.438
       7.948        0.000        0.914        1.438
       7.949        0.000        0.914        1.438
       7.956        0.000        0.914        1.438
       7.963        0.000        0.914        1.438
       7.965        0.000        0.914        1.438
       7.971        0.000        0.914        1.438
       7.973        0.000        0.914        1.438
       7.980        0.000        0.914        1.438
       7.987        0.000        0.914        1.438
       7.989        0.000        0.914        1.438
       7.995        0.000        0.914        1.438
       7.997        0.000        0.914        1.438
       8.004        0.000        0.914        1.438
       8.011        0.000        0.914        1.438
       8.013        0.000        0.914        1.438
       8.019        0.000        0.914        1.438
       8.021        0.000        0.914        1.438
       8.028        0.000        0.914        1.438
       8.034        0.000        0.914        1.438
       8.037        0.000        0.914        1.438
       8.043        0.000        0.914        1.438
       8.045        0.000        0.914        1.438
       8.052        0.000        0.914        1.438
       8.058        0.000        0.914        1.438
       8.060        0.000        0.914        1.438
       8.067        0.000        0.914        1.438
       8.069        0.000        0.914        1.438
       8.075        0.000        0.914        1.438
       8.077        0.000        0.914        1.438
       8.084        0.000        0.914        1.438
       8.090        0.000        0.914        1.438
       8.093        0.000        0.914        1.438
       8.099        0.000        0.914        1.438
       8.101        0.000        0.914        1.438
       8.108        0.000        0.914        1.438
       8.114        0.000        0.914        1.438
       8.117        0.000        0.914        1.438
       8.123        0.000        0.914        1.438
       8.125        0.000        0.914        1.438
       8.132        0.000        0.914        1.438
       8.138        0.000        0.914        1.438
       8.140        0.000        0.914        1.438
       8.147        0.000        0.914        1.438
       8.149        0.000        0.914        1.438
       8.155        0.000        0.914        1.438
       8.157        0.000        0.914        1.438
       8.164        0.000        0.914        1.438
       8.170        0.000        0.914        1.438
       8.173        0.000        0.914        1.438
       8.179        0.000        0.914        1.438
       8.181        0.000        0.914        1.438
       8.192        0.000        0.914        1.438
       8.194        0.000        0.914        1.438
       8.196        0.000        0.914        1.438
       8.202        0.000        0.914        1.438
       8.204        0.000        0.914        1.438
       8.211        0.000        0.914        1.438
       8.213        0.000        0.914        1.438
       8.220        0.000        0.914        1.438
       8.226        0.000        0.914        1.438
       8.228        0.000        0.914        1.438
       8.239        0.000        0.914        1.438
       8.241        0.000        0.914        1.438
       8.248        0.000        0.914        1.438
       8.254        0.000        0.914        1.438
       8.256        0.000        0.914        1.438
       8.263        0.000        0.914        1.438
       8.265        0.000        0.914        1.438
       8.272        0.000        0.914        1.438
       8.278        0.000        0.914        1.438
       8.280        0.000        0.914        1.438
       8.287        0.000        0.914        1.438
       8.289        0.000        0.914        1.438
       8.296        0.000        0.914        1.438
       8.302        0.000        0.914        1.438
       8.304        0.000        0.914        1.438
       8.310        0.000        0.914        1.438
       8.313        0.000        0.914        1.438
       8.319        0.000        0.914        1.438
       8.321        0.000        0.914        1.438
       8.328        0.000        0.914        1.438
       8.334        0.000        0.914        1.438
       8.336        0.000        0.914        1.438
       8.343        0.000        0.914        1.438
       8.345        0.000        0.914        1.438
       8.352        0.000        0.914        1.438
       8.358        0.000        0.914        1.438
       8.360        0.000        0.914        1.438
       8.367        0.000        0.914        1.438
       8.369        0.000        0.914        1.438
       8.376        0.000        0.914        1.438
       8.382        0.000        0.914        1.438
       8.384        0.000        0.914        1.438
       8.391        0.000        0.914        1.438
       8.393        0.000        0.914        1.438
       8.399        0.000        0.914        1.438
       8.401        0.000        0.914        1.438
       8.408        0.000        0.914        1.438
       8.414        0.000        0.914        1.438
       8.416        0.000        0.914        1.438
       8.423        0.000        0.914        1.438
       8.425        0.000        0.914        1.438
       8.432        0.000        0.914        1.438
       8.438        0.000        0.914        1.438
       8.440        0.000        0.914        1.438
       8.447        0.000        0.914        1.438
       8.449        0.000        0.914        1.438
       8.455        0.000        0.914        1.438
       8.457        0.000        0.914        1.438
       8.464        0.000        0.914        1.438
       8.470        0.000        0.914        1.438
       8.473        0.000        0.914        1.438
       8.479        0.000        0.914        1.438
       8.481        0.000        0.914        1.438
       8.488        0.000        0.914        1.438
       8.494        0.000        0.914        1.438
       8.496        0.000        0.914        1.438
       8.503        0.000        0.914        1.438
       8.505        0.000        0.914        1.438
       8.512        0.000        0.914        1.438
       8.518        0.000        0.914        1.438
       8.520        0.000        0.914        1.438
       8.527        0.000        0.914        1.438
       8.529        0.000        0.914        1.438
       8.535        0.000        0.914        1.438
       8.537        0.000        0.914        1.438
       8.544        0.000        0.914        1.438
       8.550        0.000        0.914        1.438
       8.553        0.000        0.914        1.438
       8.560        0.000        0.914        1.438
       8.566        0.000        0.914        1.438
       8.568        0.000        0.914        1.438
       8.575        0.000        0.914        1.438
       8.577        0.000        0.914        1.438
       8.584        0.000        0.914        1.438
       8.590        0.000        0.914        1.438
       8.592        0.000        0.914        1.438
       8.599        0.000        0.914        1.438
       8.601        0.000        0.914        1.438
       8.607        0.000        0.914        1.438
       8.609        0.000        0.914        1.438
       8.616        0.000        0.914        1.438
       8.623        0.000        0.914        1.438
       8.625        0.000        0.914        1.438
       8.631        0.000        0.914        1.438
       8.633        0.000        0.914        1.438
       8.640        0.000        0.914        1.438
       8.646        0.000        0.914        1.438
       8.649        0.000        0.914        1.438
       8.655        0.000        0.914        1.438
       8.657        0.000        0.914        1.438
       8.664        0.000        0.914        1.438
       8.670        0.000        0.914        1.438
       8.672        0.000        0.914        1.438
       8.679        0.000        0.914        1.438
       8.681        0.000        0.914        1.438
       8.687        0.000        0.914        1.438
       8.689        0.000        0.914        1.438
       8.696        0.000        0.914        1.438
       8.703        0.000        0.914        1.438
       8.705        0.000        0.914        1.438
       8.711        0.000        0.914        1.438
       8.718        0.000        0.914        1.438
       8.720        0.000        0.914        1.438
       8.727        0.000        0.914        1.438
       8.729        0.000        0.914        1.438
       8.735        0.000        0.914        1.438
       8.737        0.000        0.914        1.438
       8.744        0.000        0.914        1.438
       8.750        0.000        0.914        1.438
       8.753        0.000        0.914        1.438
       8.759        0.000        0.914        1.438
       8.761        0.000        0.914        1.438
       8.768        0.000        0.914        1.438
       8.769        0.000        0.914        1.438
       8.776        0.000        0.914        1.438
       8.783        0.000        0.914        1.438
       8.785        0.000        0.914        1.438
       8.791        0.000        0.914        1.438
       8.793        0.000        0.914        1.438
       8.800        0.000        0.914        1.438
       8.807        0.000        0.914        1.438
       8.809        0.000        0.914        1.438
       8.815        0.000        0.914        1.438
       8.817        0.000        0.914        1.438
       8.824        0.000        0.914        1.438
       8.831        0.000        0.914        1.438
       8.833        0.000        0.914        1.438
       8.839        0.000        0.914        1.438
       8.841        0.000        0.914        1.438
       8.848        0.000        0.914        1.438
       8.854        0.000        0.914        1.438
       8.857        0.000        0.914        1.438
       8.863        0.000        0.914        1.438
       8.865        0.000        0.914        1.438
       8.872        0.000        0.914        1.438
       8.878        0.000        0.914        1.438
       8.881        0.000        0.914        1.438
       8.887        0.000        0.914        1.438
       8.889        0.000        0.914        1.438
       8.896        0.000        0.914        1.438
       8.902        0.000        0.914        1.438
       8.904        0.000        0.914        1.438
       8.911        0.000        0.914        1.438
       8.913        0.000        0.914        1.438
       8.920        0.000        0.914        1.438
       8.926        0.000        0.914        1.438
       8.928        0.000        0.914        1.438
       8.935        0.000        0.914        1.438
       8.937        0.000        0.914        1.438
       8.944        0.000        0.914        1.438
       8.950        0.000        0.914        1.438
       8.952        0.000        0.914        1.438
       8.959        0.000        0.914        1.438
       8.961        0.000        0.914        1.438
       8.967        0.000        0.914        1.438
       8.969        0.000        0.914        1.438
       8.976        0.000        0.914        1.438
       8.982        0.000        0.914        1.438
       8.985        0.000        0.914        1.438
       8.991        0.000        0.914        1.438
       8.993        0.000        0.914        1.438
       9.000        0.000        0.914        1.438
       9.006        0.000        0.914        1.438
       9.008        0.000        0.914        1.438
       9.015        0.000        0.914        1.438
       9.017        0.000        0.914        1.438
       9.024        0.000        0.914        1.438
       9.030        0.000        0.914        1.438
       9.033        0.000        0.914        1.438
       9.039        0.000        0.914        1.438
       9.041        0.000        0.914        1.438
       9.048        0.000        0.914        1.438
       9.054        0.000        0.914        1.438
       9.056        0.000        0.914        1.438
       9.063        0.000        0.914        1.438
       9.065        0.000        0.914        1.438
       9.072        0.000        0.914        1.438
       9.078        0.000        0.914        1.438
       9.080        0.000        0.914        1.438
       9.087        0.000        0.914        1.438
       9.089        0.000        0.914        1.438
       9.095        0.000        0.914        1.438
       9.097        0.000        0.914        1.438
       9.104        0.000        0.914        1.438
       9.111        0.000        0.914        1.438
       9.113        0.000        0.914        1.438
       9.119        0.000        0.914        1.438
       9.121        0.000        0.914        1.438
       9.128        0.000        0.914        1.438
       9.135        0.000        0.914        1.438
       9.137        0.000        0.914        1.438
       9.143        0.000        0.914        1.438
       9.145        0.000        0.914        1.438
       9.152        0.000        0.914        1.438
       9.158        0.000        0.914        1.438
       9.160        0.000        0.914        1.438
       9.167        0.000        0.914        1.438
       9.169        0.000        0.914        1.438
       9.176        0.000        0.914        1.438
       9.182        0.000        0.914        1.438
       9.184        0.000        0.914        1.438
       9.191        0.000        0.914        1.438
       9.193        0.000        0.914        1.438
       9.200        0.000        0.914        1.438
       9.206        0.000        0.914        1.438
       9.208        0.000        0.914        1.438
       9.215        0.000        0.914        1.438
       9.217        0.000        0.914        1.438
       9.224        0.000        0.914        1.438
       9.230        0.000        0.914        1.438
       9.232        0.000        0.914        1.438
       9.239        0.000        0.914        1.438
       9.241        0.000        0.914        1.438
       9.248        0.000        0.914        1.438
       9.254        0.000        0.914        1.438
       9.256        0.000        0.914        1.438
       9.263        0.000        0.914        1.438
       9.265        0.000        0.914        1.438
       9.272        0.000        0.914        1.438
       9.278        0.000        0.914        1.438
       9.280        0.000        0.914        1.438
       9.287        0.000        0.914        1.438
       9.289        0.000        0.914        1.438
       9.296        0.000        0.914        1.438
       9.302        0.000        0.914        1.438
       9.304        0.000        0.914        1.438
       9.311        0.000        0.914        1.438
       9.313        0.000        0.914        1.438
       9.320        0.000        0.914        1.438
       9.326        0.000        0.914        1.438
       9.328        0.000        0.914        1.438
       9.335        0.000        0.914        1.438
       9.337        0.000        0.914        1.438
       9.343        0.000        0.914        1.438
       9.345        0.000        0.914        1.438
       9.352        0.000        0.914        1.438
       9.359        0.000        0.914        1.438
       9.361        0.000        0.914        1.438
       9.367        0.000        0.914        1.438
       9.369        0.000        0.914        1.438
       9.376        0.000        0.914        1.438
       9.383        0.000        0.914        1.438
       9.385        0.000        0.914        1.438
       9.391        0.000        0.914        1.438
       9.393        0.000        0.914        1.438
       9.400        0.000        0.914        1.438
       9.406        0.000        0.914        1.438
       9.409        0.000        0.914        1.438
       9.415        0.000        0.914        1.438
       9.417        0.000        0.914        1.438
       9.424        0.000        0.914        1.438
       9.430        0.000        0.914        1.438
       9.432        0.000        0.914        1.438
       9.439        0.000        0.914        1.438
       9.441        0.000        0.914        1.438
       9.448        0.000        0.914        1.438
       9.454        0.000        0.914        1.438
       9.456        0.000        0.914        1.438
       9.463        0.000        0.914        1.438
       9.465        0.000        0.914        1.438
       9.471        0.000        0.914        1.438
       9.473        0.000        0.914        1.438
       9.480        0.000        0.914        1.438
       9.481        0.000        0.914        1.438
       9.488        0.000        0.914        1.438
       9.494        0.000        0.914        1.438
       9.496        0.000        0.914        1.438
       9.503        0.000        0.914        1.438
       9.505        0.000        0.914        1.438
       9.511        0.000        0.914        1.438
       9.513        0.000        0.914        1.438
       9.520        0.000        0.914        1.438
       9.526        0.000        0.914        1.438
       9.528        0.000        0.914        1.438
       9.534        0.000        0.914        1.438
       9.536        0.000        0.914        1.438
       9.543        0.000        0.914        1.438
       9.545        0.000        0.914        1.438
       9.551        0.000        0.914        1.438
       9.553        0.000        0.914        1.438
       9.564        0.000        0.914        1.438
       9.570        0.000        0.914        1.438
       9.572        0.000        0.914        1.438
       9.579        0.000        0.914        1.438
       9.581        0.000        0.914        1.438
       9.587        0.000        0.914        1.438
       9.589        0.000        0.914        1.438
       9.595        0.000        0.914        1.438
       9.597        0.000        0.914        1.438
       9.604        0.000        0.914        1.438
       9.610        0.000        0.914        1.438
       9.612        0.000        0.914        1.438
       9.619        0.000        0.914        1.438
       9.621        0.000        0.914        1.438
       9.628        0.000        0.914        1.438
       9.634        0.000        0.914        1.438
       9.637        0.000        0.914        1.438
       9.643        0.000        0.914        1.438
       9.645        0.000        0.914        1.438
       9.652        0.000        0.914        1.438
       9.658        0.000        0.914        1.438
       9.661        0.000        0.914        1.438
       9.667        0.000        0.914        1.438
       9.669        0.000        0.914        1.438
       9.676        0.000        0.914        1.438
       9.682        0.000        0.914        1.438
       9.684        0.000        0.914        1.438
       9.691        0.000        0.914        1.438
       9.693        0.000        0.914        1.438
       9.700        0.000        0.914        1.438
       9.706        0.000        0.914        1.438
       9.709        0.000        0.914        1.438
       9.715        0.000        0.914        1.438
       9.717        0.000        0.914        1.438
       9.724        0.000        0.914        1.438
       9.730        0.000        0.914        1.438
       9.732        0.000        0.914        1.438
       9.739        0.000        0.914        1.438
       9.741        0.000        0.914        1.438
       9.748        0.000        0.914        1.438
       9.754        0.000        0.914        1.438
       9.756        0.000        0.914        1.438
       9.763        0.000        0.914        1.438
       9.765        0.000        0.914        1.438
       9.772        0.000        0.914        1.438
       9.778        0.000        0.914        1.438
       9.780        0.000        0.914        1.438
       9.787        0.000        0.914        1.438
       9.789        0.000        0.914        1.438
       9.796        0.000        0.914        1.438
       9.802        0.000        0.914        1.438
       9.805        0.000        0.914        1.438
       9.811        0.000        0.914        1.438
       9.813        0.000        0.914        1.438
       9.820        0.000        0.914        1.438
       9.826        0.000        0.914        1.438
       9.828        0.000        0.914        1.438
       9.835        0.000        0.914        1.438
       9.837        0.000        0.914        1.438
       9.843        0.000        0.914        1.438
       9.845        0.000        0.914        1.438
       9.852        0.000        0.914        1.438
       9.858        0.000        0.914        1.438
       9.860        0.000        0.914        1.438
       9.867        0.000        0.914        1.438
       9.869        0.000        0.914        1.438
       9.876        0.000        0.914        1.438
       9.882        0.000        0.914        1.438
       9.885        0.000        0.914        1.438
       9.891        0.000        0.914        1.438
       9.893        0.000        0.914        1.438
       9.900        0.000        0.914        1.438
       9.907        0.000        0.914        1.438
       9.909        0.000        0.914        1.438
       9.916        0.000        0.914        1.438
       9.922        0.000        0.914        1.438
       9.924        0.000        0.914        1.438
       9.931        0.000        0.914        1.438
       9.933        0.000        0.914        1.438
       9.936        0.000        0.914        1.438
       9.943        0.000        0.914        1.438
       9.945        0.000        0.914        1.438
       9.952        0.000        0.914        1.438
       9.958        0.000        0.914        1.438
       9.960        0.000        0.914        1.438
       9.967        0.000        0.914        1.438
       9.969        0.000        0.914        1.438
       9.976        0.000        0.914        1.438
       9.982        0.000        0.914        1.438
       9.984        0.000        0.914        1.438
       9.991        0.000        0.914        1.438
       9.993        0.000        0.914        1.438
       9.999        0.000        0.914        1.438
      10.001        0.000        0.914        1.438
      10.013        0.000        0.914        1.438
      10.016        0.000        0.914        1.438
      10.023        0.000        0.914        1.438
      10.025        0.000        0.914        1.438
      10.032        0.000        0.914        1.438
      10.038        0.000        0.914        1.438
      10.041        0.000        0.914        1.438
      10.047        0.000        0.914        1.438
      10.049        0.000        0.914        1.438
      10.056        0.000        0.914        1.438
      10.062        0.000        0.914        1.438
      10.064        0.000        0.914        1.438
      10.071        0.000        0.914        1.438
      10.073        0.000        0.914        1.438
      10.079        0.000        0.914        1.438
      10.081        0.000        0.914        1.438
      10.088        0.000        0.914        1.438
      10.094        0.000        0.914        1.438
      10.096        0.000        0.914        1.438
      10.103        0.000        0.914        1.438
      10.105        0.000        0.914        1.438
      10.112        0.000        0.914        1.438
      10.118        0.000        0.914        1.438
      10.120        0.000        0.914        1.438
      10.127        0.000        0.914        1.438
      10.129        0.000        0.914        1.438
      10.136        0.000        0.914        1.438
      10.142        0.000        0.914        1.438
      10.144        0.000        0.914        1.438
      10.150        0.000        0.914        1.438
      10.152        0.000        0.914        1.438
      10.159        0.000        0.914        1.438
      10.161        0.000        0.914        1.438
      10.168        0.000        0.914        1.438
      10.174        0.000        0.914        1.438
      10.176        0.000        0.914        1.438
      10.182        0.000        0.914        1.438
      10.185        0.000        0.914        1.438
      10.191        0.000        0.914        1.438
      10.193        0.000        0.914        1.438
      10.200        0.000        0.914        1.438
      10.207        0.000        0.914        1.438
      10.209        0.000        0.914        1.438
      10.216        0.000        0.914        1.438
      10.222        0.000        0.914        1.438
      10.225        0.000        0.914        1.438
      10.231        0.000        0.914        1.438
      10.233        0.000        0.914        1.438
      10.240        0.000        0.914        1.438
      10.246        0.000        0.914        1.438
      10.248        0.000        0.914        1.438
      10.255        0.000        0.914        1.438
      10.257        0.000        0.914        1.438
      10.264        0.000        0.914        1.438
      10.270        0.000        0.914        1.438
      10.272        0.000        0.914        1.438
      10.279        0.000        0.914        1.438
      10.281        0.000        0.914        1.438
      10.288        0.000        0.914        1.438
      10.294        0.000        0.914        1.438
      10.296        0.000        0.914        1.438
      10.303        0.000        0.914        1.438
      10.305        0.000        0.914        1.438
      10.312        0.000        0.914        1.438
      10.318        0.000        0.914        1.438
      10.320        0.000        0.914        1.438
      10.327        0.000        0.914        1.438
      10.329        0.000        0.914        1.438
      10.336        0.000        0.914        1.438
      10.342        0.000        0.914        1.438
      10.344        0.000        0.914        1.438
      10.351        0.000        0.914        1.438
      10.353        0.000        0.914        1.438
      10.360        0.000        0.914        1.438
      10.366        0.000        0.914        1.438
      10.369        0.000        0.914        1.438
      10.375        0.000        0.914        1.438
      10.377        0.000        0.914        1.438
      10.384        0.000        0.914        1.438
      10.390        0.000        0.914        1.438
      10.393        0.000        0.914        1.438
      10.399        0.000        0.914        1.438
